species,strain,virus,isolate,infectious.dose,infectious.dose.mid,unit,feeding.method,temp,day.PE,day.PE.mid,num.infected,total.infect,perc.infected,total.infect.exp,num.disseminated,perc.disseminated,total.dissem.exp,total.dissem,num.transmitted,perc.transmitted,total.trans.exp,total.transmitted,trans.method,Infec assay,trans.assay,ref,note
ae_notoscriptus,Brisbane,CHIKV,Mauritius,3.6,3.6,TCID50/mL,membrane,28,14-15,14.5,2,25,8,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_procax,Brisbane,CHIKV,Mauritius,6.2,6.2,TCID50/mL,membrane,28,14-15,14.5,25,25,100,25,24,96,25,25,16,64,25,25,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_procax,Brisbane,CHIKV,Mauritius,5.5,5.5,TCID50/mL,membrane,28,14-15,14.5,25,25,100,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_procax,Brisbane,CHIKV,Mauritius,4.3,4.3,TCID50/mL,membrane,28,14-15,14.5,23,25,90,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_procax,Brisbane,CHIKV,Mauritius,3.3,3.3,TCID50/mL,membrane,28,14-15,14.5,13,25,52,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_vigilax,Brisbane,CHIKV,Mauritius,6.3,6.3,TCID50/mL,membrane,28,14-15,14.5,25,25,100,25,25,100,25,25,19,76,25,25,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_vigilax,Brisbane,CHIKV,Mauritius,5.5,5.5,TCID50/mL,membrane,28,14-15,14.5,20,25,80,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_vigilax,Brisbane,CHIKV,Mauritius,4.1,4.1,TCID50/mL,membrane,28,14-15,14.5,5,25,20,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_vigilax,Brisbane,CHIKV,Mauritius,3.7,3.7,TCID50/mL,membrane,28,14-15,14.5,2,25,8,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cq_linealis,Brisbane,CHIKV,Mauritius,6.4,6.4,TCID50/mL,membrane,28,14-15,14.5,13,16,81,16,12,75,16,16,12,75,16,16,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_annulirostris,Brisbane,CHIKV,Mauritius,6.2,6.2,TCID50/mL,membrane,28,14-15,14.5,5,25,20,25,5,20,25,25,3,12,25,25,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_annulirostris,Brisbane,CHIKV,Mauritius,5.5,5.5,TCID50/mL,membrane,28,14-15,14.5,1,25,4,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_annulirostris,Brisbane,CHIKV,Mauritius,4.3,4.3,TCID50/mL,membrane,28,14-15,14.5,0,25,0,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_annulirostris,Brisbane,CHIKV,Mauritius,3.3,3.3,TCID50/mL,membrane,28,14-15,14.5,0,25,0,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_quinquefasciatus,Brisbane,CHIKV,Mauritius,6.8,6.8,TCID50/mL,membrane,28,14-15,14.5,0,11,0,11,0,0,11,11,0,0,11,11,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_quinquefasciatus,Brisbane,CHIKV,Mauritius,5.5,5.5,TCID50/mL,membrane,28,14-15,14.5,0,25,0,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_quinquefasciatus,Brisbane,CHIKV,Mauritius,4.5,4.5,TCID50/mL,membrane,28,14-15,14.5,0,25,0,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_quinquefasciatus,Brisbane,CHIKV,Mauritius,3.6,3.6,TCID50/mL,membrane,28,14-15,14.5,0,25,0,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_sitiens,Brisbane,CHIKV,Mauritius,6.2,6.2,TCID50/mL,membrane,28,14-15,14.5,2,25,8,25,1,4,25,25,1,4,25,25,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_sitiens,Brisbane,CHIKV,Mauritius,5.5,5.5,TCID50/mL,membrane,28,14-15,14.5,0,15,0,15,,25,NT,,,NT,NT,,NT,NT,CC-EIA,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_sitiens,Brisbane,CHIKV,Mauritius,4.3,4.3,TCID50/mL,membrane,28,14-15,14.5,0,20,0,20,,25,NT,,,NT,NT,,NT,NT,CC-EIA,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
cx_sitiens,Brisbane,CHIKV,Mauritius,3.3,3.3,TCID50/mL,membrane,28,14-15,14.5,0,14,0,14,,25,NT,,,NT,NT,,NT,NT,CC-EIA,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ve_funerea,Brisbane,CHIKV,Mauritius,5.7,5.7,TCID50/mL,membrane,28,14-15,14.5,18,25,72,25,7,28,25,25,3,12,25,25,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Smith, G.A.; Mackenzie, J.S. Vector competence of Australian mosquitoes for chikungunya virus. Vector-borne and Zoonotic Diseases 2010, 10, 489-495.",
ae_aegypti,Cairns,CHIKV,Mauritius,7.3,7.3,TCID50/mL,membrane,28,12,12,15,26,58,26,,NT,NT,,9,35,26,26,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Frentiu, F.D.; McElroy, K.; Day, A.; Higgs, S.; O'Neill, S.L. Impact of Wolbachia on infection with chikungunya and yellow fever viruses in the mosquito vector Aedes aegypti. PLoS Negl Trop Dis 2012, 6, e1892, ",
ae_aegypti,Cairns,CHIKV,Mauritius,7.3,7.3,TCID50/mL,membrane,28,12,12,20,30,67,30,,NT,NT,,10,33,30,30,capillary tube,CC-EIA,qRT-PCR,"van den Hurk, A.F.; Hall-Mendelin, S.; Pyke, A.T.; Frentiu, F.D.; McElroy, K.; Day, A.; Higgs, S.; O'Neill, S.L. Impact of Wolbachia on infection with chikungunya and yellow fever viruses in the mosquito vector Aedes aegypti. PLoS Negl Trop Dis 2012, 6, e1892, ",
ae_aegypti,Cairns,CHIKV,Mauritius,6.4,6.4,TCID50/mL,membrane,28,2,2,14,20,70,10 to 30,8,40,10 to 30,20,,NT,NT,,capillary tube,qRT-PCR,NT,"Moreira, L.A.; Iturbe-Ormaetxe, I.; Jeffery, J.A.; Lu, G.; Pyke, A.T.; Hedges, L.M.; Rocha, B.C.; Hall-Mendelin, S.; Day, A.; Riegler, M., et al. A Wolbachia symbiont in Aedes aegypti limits infection with dengue, Chikungunya, and Plasmodium. Cell 2009, 139, 1268-1278",
ae_aegypti,Cairns,CHIKV,Mauritius,6.4,6.4,TCID50/mL,membrane,28,4,4,10,20,50,10 to 30,6,30,10 to 30,20,,NT,NT,,capillary tube,qRT-PCR,NT,"Moreira, L.A.; Iturbe-Ormaetxe, I.; Jeffery, J.A.; Lu, G.; Pyke, A.T.; Hedges, L.M.; Rocha, B.C.; Hall-Mendelin, S.; Day, A.; Riegler, M., et al. A Wolbachia symbiont in Aedes aegypti limits infection with dengue, Chikungunya, and Plasmodium. Cell 2009, 139, 1268-1278",
ae_aegypti,Cairns,CHIKV,Mauritius,6.4,6.4,TCID50/mL,membrane,28,7,7,20,20,100,10 to 30,18,90,10 to 30,20,,NT,NT,,capillary tube,qRT-PCR,NT,"Moreira, L.A.; Iturbe-Ormaetxe, I.; Jeffery, J.A.; Lu, G.; Pyke, A.T.; Hedges, L.M.; Rocha, B.C.; Hall-Mendelin, S.; Day, A.; Riegler, M., et al. A Wolbachia symbiont in Aedes aegypti limits infection with dengue, Chikungunya, and Plasmodium. Cell 2009, 139, 1268-1278",
ae_aegypti,Cairns,CHIKV,Mauritius,6.4,6.4,TCID50/mL,membrane,28,10,10,18,20,90,10 to 30,18,90,10 to 30,20,,NT,NT,,capillary tube,qRT-PCR,NT,"Moreira, L.A.; Iturbe-Ormaetxe, I.; Jeffery, J.A.; Lu, G.; Pyke, A.T.; Hedges, L.M.; Rocha, B.C.; Hall-Mendelin, S.; Day, A.; Riegler, M., et al. A Wolbachia symbiont in Aedes aegypti limits infection with dengue, Chikungunya, and Plasmodium. Cell 2009, 139, 1268-1278",
ae_aegypti,Cairns,CHIKV,Mauritius,6.4,6.4,TCID50/mL,membrane,28,14,14,16,20,80,10 to 30,18,90,10 to 30,20,,NT,NT,,capillary tube,qRT-PCR,NT,"Moreira, L.A.; Iturbe-Ormaetxe, I.; Jeffery, J.A.; Lu, G.; Pyke, A.T.; Hedges, L.M.; Rocha, B.C.; Hall-Mendelin, S.; Day, A.; Riegler, M., et al. A Wolbachia symbiont in Aedes aegypti limits infection with dengue, Chikungunya, and Plasmodium. Cell 2009, 139, 1268-1278",
ae_aegypti,Townsville,BFV,BF2078/120,6,6,TCID50/mL,pledget,28,8,8,17,200,8.5,200,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Boyd, A.M.; Kay, B.H. Vector Competence of Aedes aegypti, Culex sitiens, Culex annulirostris and Culex quinquefasciatus (Diptera: Culicidae) for Barmah Forest virus. Journal of Medical Entomology 2000, 37, 660-663.",
ae_aegypti,Townsville,BFV,BF2078/120,5,5,TCID50/mL,pledget,28,8,8,1,74,1.4,74,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Boyd, A.M.; Kay, B.H. Vector Competence of Aedes aegypti, Culex sitiens, Culex annulirostris and Culex quinquefasciatus (Diptera: Culicidae) for Barmah Forest virus. Journal of Medical Entomology 2000, 37, 660-663.",
ae_aegypti,Townsville,BFV,BF2078/120,4,4,TCID50/mL,pledget,28,8,8,1,108,0.9,108,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Boyd, A.M.; Kay, B.H. Vector Competence of Aedes aegypti, Culex sitiens, Culex annulirostris and Culex quinquefasciatus (Diptera: Culicidae) for Barmah Forest virus. Journal of Medical Entomology 2000, 37, 660-663.",
ae_aegypti,Townsville,BFV,BF2078/120,3,3,TCID50/mL,pledget,28,8,8,0,119,0,119,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Boyd, A.M.; Kay, B.H. Vector Competence of Aedes aegypti, Culex sitiens, Culex annulirostris and Culex quinquefasciatus (Diptera: Culicidae) for Barmah Forest virus. Journal of Medical Entomology 2000, 37, 660-663.",
ae_albopictus,Masig,BFV,Lake Macquarie,6.2,6.2,TCID50/mL,pledget,28,12,12,10,25,40,25,7,28,25,25,6,24,25,25,capillary tube,CC-EIA,qRT-PCR,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,BFV,Lake Macquarie,5.1,5.1,TCID50/mL,pledget,28,12,12,0,10,0,10,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_albopictus,Masig,BFV,Lake Macquarie,4,4,TCID50/mL,pledget,28,12,12,0,25,0,25,,NT,NT,,,NT,NT,,NT,CC-EIA,NT,"Nicholson, J.N.; Ritchie, S.A.; van den Hurk, A.F. Aedes albopictus (Diptera: Culicidae) as a potential vector of endemic and exotic arboviruses in Australia. Journal of Medical Entomology 2014, 51, 661-669.",
ae_multiplex,Maroochy Shire,BFV,BF1611,4.1,4.1,TCID50/mL,pledget,28,9-11,10,0,30,0,30,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Kay, B.H. Vector competence of mosquitoes (Diptera: Culicidae) from Maroochy Shire, Australia, for Barmah Forest virus. Journal of Medical Entomology 1999, 36, 856-860.",
ae_multiplex,Maroochy Shire,BFV,BF1612,5.1,5.1,TCID50/mL,pledget,28,9-11,10,44,80,55,80,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Kay, B.H. Vector competence of mosquitoes (Diptera: Culicidae) from Maroochy Shire, Australia, for Barmah Forest virus. Journal of Medical Entomology 1999, 36, 856-860.",
ae_multiplex,Maroochy Shire,BFV,BF1613,6.1,6.1,TCID50/mL,pledget,28,9-11,10,48,78,62,78,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Ryan, P.A.; Kay, B.H. Vector competence of mosquitoes (Diptera: Culicidae) from Maroochy Shire, Australia, for Barmah Forest virus. Journal of Medical Entomology 1999, 36, 856-860.",
ae_multiplex,Maroochy Shire,BFV,BF1613,6.1,6.1,TCID50/mL,pledget,28,9-11,10,2,5,40,5,,NT,NT,,0,0,5,5,suckling mouse,Vero-CPE,symptoms-Ab,"Ryan, P.A.; Kay, B.H. Vector competence of mosquitoes (Diptera: Culicidae) from Maroochy Shire, Australia, for Barmah Forest virus. Journal of Medical Entomology 1999, 36, 856-860.",
ae_notoscriptus,Sydney,BFV,BF18295,7.5,7.5,TCID50/mL,pledget,25,3,3,10,10,100,10,,NT,NT,,1,33,3,3,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF18295,7.5,7.5,TCID50/mL,pledget,25,5,5,6,9,67,9,,NT,NT,,0,0,4,4,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF18295,7.5,7.5,TCID50/mL,pledget,25,7,7,10,10,100,10,,NT,NT,,4,67,6,6,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF18295,7.5,7.5,TCID50/mL,pledget,25,9,9,8,10,80,10,,NT,NT,,3,43,7,7,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF18295,7.5,7.5,TCID50/mL,pledget,25,11,11,9,10,90,10,,NT,NT,,3,60,5,5,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF18295,7.5,7.5,TCID50/mL,pledget,25,13,13,9,10,90,10,,NT,NT,,2,29,7,7,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF18295,7.5,7.5,TCID50/mL,pledget,25,15,15,1,1,100,1,,NT,NT,,,NT,NT,,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF18295,7.5,7.5,TCID50/mL,pledget,25,Combined,,53,60,88,60,,NT,NT,,13,41,32,32,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF23554,7.8,7.8,TCID50/mL,pledget,25,3,3,8,10,80,10,,NT,NT,,0,0,2,2,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF23554,7.8,7.8,TCID50/mL,pledget,25,5,5,8,10,80,10,,NT,NT,,1,17,6,6,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF23554,7.8,7.8,TCID50/mL,pledget,25,7,7,7,10,70,10,,NT,NT,,0,0,7,7,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF23554,7.8,7.8,TCID50/mL,pledget,25,9,9,8,10,80,10,,NT,NT,,2,29,7,7,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF23554,7.8,7.8,TCID50/mL,pledget,25,11,11,8,10,80,10,,NT,NT,,2,29,7,7,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF23554,7.8,7.8,TCID50/mL,pledget,25,13,13,10,10,100,10,,NT,NT,,2,67,3,3,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF23554,7.8,7.8,TCID50/mL,pledget,25,15,15,3,5,60,5,,NT,NT,,0,0,4,4,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Sydney,BFV,BF23554,7.8,7.8,TCID50/mL,pledget,25,Combined,,52,65,80,65,,NT,NT,,7,19,36,36,capillary tube,BHK-CPE,BHK-CPE,"Doggett, S.L.; Russell, R.C. Aedes notoscriptus can transmit inland and coastal isolates of Ross River and Barmah Forest viruses from New South Wales! Arbovirus Research in Australia 1997, 7, 79-81.",
ae_notoscriptus,Brisbane,BFV,2078,8,8,TCID50/mL,pledget,28,9,9,49,65,75,65,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Watson, T.M.; Kay, B.H. Vector competence of Aedes notoscriptus (Diptera: Culicidae) for Barmah Forest virus and of this species and Aedes aegypti (Diptera: Culicidae) for dengue 1-4 viruses. Journal of Medical Entomology 1999, 36, 508-514.",
ae_notoscriptus,Brisbane,BFV,2078,6.3,6.3,TCID50/mL,pledget,28,9,9,24,38,63,38,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Watson, T.M.; Kay, B.H. Vector competence of Aedes notoscriptus (Diptera: Culicidae) for Barmah Forest virus and of this species and Aedes aegypti (Diptera: Culicidae) for dengue 1-4 viruses. Journal of Medical Entomology 1999, 36, 508-514.",
ae_notoscriptus,Brisbane,BFV,2078,5,5,TCID50/mL,pledget,28,9,9,11,33,33,33,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Watson, T.M.; Kay, B.H. Vector competence of Aedes notoscriptus (Diptera: Culicidae) for Barmah Forest virus and of this species and Aedes aegypti (Diptera: Culicidae) for dengue 1-4 viruses. Journal of Medical Entomology 1999, 36, 508-514.",
ae_notoscriptus,Brisbane,BFV,2078,4,4,TCID50/mL,pledget,28,9,9,4,32,13,32,,NT,NT,,,NT,NT,,NT,Vero-CPE,NT,"Watson, T.M.; Kay, B.H. Vector competence of Aedes notoscriptus (Diptera: Culicidae) for Barmah Forest virus and of this species and Aedes aegypti (Diptera: Culicidae) for dengue 1-4 viruses. Journal of Medical Entomology 1999, 36, 508-514.",
ae_notoscriptus,Brisbane,BFV,2078,8,8,TCID50/mL,pledget,28,3,3,10,15,67,15,0,0,15,15,0,0,15,15,suckling mouse,Vero-CPE,symptoms-Ab,"Watson, T.M.; Kay, B.H. Vector competence of Aedes notoscriptus (Diptera: Culicidae) for Barmah Forest virus and of this species and Aedes aegypti (Diptera: Culicidae) for dengue 1-4 viruses. Journal of Medical Entomology 1999, 36, 508-514.",
ae_notoscriptus,Brisbane,BFV,2078,8,8,TCID50/mL,pledget,28,5,5,11,15,73,15,7,47,15,15,6,40,15,15,suckling mouse,Vero-CPE,symptoms-Ab,"Watson, T.M.; Kay, B.H. Vector competence of Aedes notoscriptus (Diptera: Culicidae) for Barmah Forest virus and of this species and Aedes aegypti (Diptera: Culicidae) for dengue 1-4 viruses. Journal of Medical Entomology 1999, 36, 508-514.",
ae_notoscriptus,Brisbane,BFV,2078,8,8,TCID50/mL,pledget,28,8,8,13,15,87,15,7,47,15,15,6,40,15,15,suckling mouse,Vero-CPE,symptoms-Ab,"Watson, T.M.; Kay, B.H. Vector competence of Aedes notoscriptus (Diptera: Culicidae) for Barmah Forest virus and of this species and Aedes aegypti (Diptera: Culicidae) for dengue 1-4 viruses. Journal of Medical Entomology 1999, 36, 508-514.",
ae_notoscriptus,Brisbane,BFV,2078,8,8,TCID50/mL,pledget,28,10,10,7,10,70,10,6,60,10,10,5,50,10,10,suckling mouse,Vero-CPE,symptoms-Ab,"Watson, T.M.; Kay, B.H. Vector competence of Aedes notoscriptus (Diptera: Culicidae) for Barmah Forest virus and of this species and Aedes aegypti (Diptera: Culicidae) for dengue 1-4 viruses. Journal of Medical Entomology 1999, 36, 508-514.",
ae_notoscriptus,Brisbane,BFV,2078,8,8,TCID50/mL,pledget,28,12,12,8,10,80,10,7,70,10,10,5,50,10,10,suckling mouse,Vero-CPE,symptoms-Ab,"Watson, T.M.; Kay, B.H. Vector competence of Aedes notoscriptus (Diptera: Culicidae) for Barmah Forest virus and of this species and Aedes aegypti (Diptera: Culicidae) for dengue 1-4 viruses. Journal of Medical Entomology 1999, 36, 508-514.",
